# Consolidated Fable.exe symbol database (Steam TLC, base 0x400000)
# Sources: FableMenu source (func addresses+names), RTTI dump (vtables), curated statics.
# 2350 symbols: 251 func, 2090 vtable, 9 data. Columns below.
addr	name	kind	conv	source
0126FB04	CTCCreatureFlyInCircles::vftable	vtable	-	RTTI
0126FB7C	CTCWallMount::vftable	vtable	-	RTTI
0126FC84	CTCWallMountEffects::vftable	vtable	-	RTTI
0126FD2C	CTCFish::vftable	vtable	-	RTTI
0126FDA4	CTCTeleporter::vftable	vtable	-	RTTI
0126FE3C	CTCHeroSpecialMovement::vftable	vtable	-	RTTI
0126FEB4	CTCEffectOnDie::vftable	vtable	-	RTTI
0126FF2C	CTCAICreatureWillPowerIndicator::vftable	vtable	-	RTTI
01270044	CTCInfoDisplay::vftable	vtable	-	RTTI
01270104	CTCFishingRod::vftable	vtable	-	RTTI
0127017C	CTCDiggingSpot::vftable	vtable	-	RTTI
012701FC	CTCElectrocuteOnTouch::vftable	vtable	-	RTTI
01270274	CTCFineDialogue::vftable	vtable	-	RTTI
01270394	CTCCameraCollision::vftable	vtable	-	RTTI
0127040C	CTCDeadShotInThingTracker::vftable	vtable	-	RTTI
01270484	CTCAtmosPlayer::vftable	vtable	-	RTTI
012704F8	CPersistContext_TransferableComponent<CDefString>::vftable	vtable	-	RTTI
01270534	CTCWillResponse::vftable	vtable	-	RTTI
012705AC	CTCCreditsUI::vftable	vtable	-	RTTI
01270624	CTCBetting::vftable	vtable	-	RTTI
012706A4	CTCLifeTimer::vftable	vtable	-	RTTI
012707B4	CTCOracleMinigame::vftable	vtable	-	RTTI
0127094C	CScriptGameResourceObjectScriptedThingBase::vftable	vtable	-	RTTI
012709CC	CTCFireheartMinigame::vftable	vtable	-	RTTI
01270AC4	CCreatureAction_Read::vftable	vtable	-	RTTI
01270BF0	NTCMessages::vftable	vtable	-	RTTI
01270C3C	CCreatureAction_PickupGameObject::vftable	vtable	-	RTTI
01270D5C	CCreatureAction_AddRealObjectToInventory::vftable	vtable	-	RTTI
01270E7C	CCreatureAction_PlayerInteractionViewQuests::vftable	vtable	-	RTTI
01270FBC	CCreatureAction_LookThroughWindow::vftable	vtable	-	RTTI
01271274	CCreatureAction_DropWeapon::vftable	vtable	-	RTTI
0127139C	CCreatureAction_GiveMoneyToThing::vftable	vtable	-	RTTI
012714C4	CCreatureAction_ShowItemToThing::vftable	vtable	-	RTTI
01271604	CCreatureAction_UseSwitch::vftable	vtable	-	RTTI
0127173C	CCreatureAction_OpenChest::vftable	vtable	-	RTTI
0127185C	CTCSmashableBase::vftable	vtable	-	RTTI
0127191C	CCombatAction_GenericStrikeResponseKnockdownRecover::vftable	vtable	-	RTTI
01271A64	CCombatAction_GenericStrikeResponseKnockdownRecoverFromDeath::vftable	vtable	-	RTTI
01271BAC	CCombatAction_GenericStrikeResponseKnockdownRecoverBase::vftable	vtable	-	RTTI
01271DFC	CTCSoundAtmosphere::vftable	vtable	-	RTTI
01271E74	CTCTargetingBase::vftable	vtable	-	RTTI
01271F7C	CTCActivationReceptorBase::vftable	vtable	-	RTTI
0127216C	CTCUserActionPointBase::vftable	vtable	-	RTTI
01272208	CPersistContext_TransferableComponent<C2DVector>::vftable	vtable	-	RTTI
01272334	NHeroStatModifierEvent::vftable	vtable	-	RTTI
01272494	CIDrawMap::vftable	vtable	-	RTTI
012724D4	CCachedFile::vftable	vtable	-	RTTI
01272518	CScriptedMapBrush::vftable	vtable	-	RTTI
0127252C	CMap::vftable	vtable	-	RTTI
0127261C	CAnimFilterAnyGroup::vftable	vtable	-	RTTI
0127293C	CThingAICreature::vftable	vtable	-	RTTI
01272B04	CThingDeadCreature::vftable	vtable	-	RTTI
01272C24	CThingSoundEmitter::vftable	vtable	-	RTTI
01272CE4	CThingTrackNode::vftable	vtable	-	RTTI
01272EE4	CThingNoise::vftable	vtable	-	RTTI
012731E4	CCreatureAction_DropGenericBox::vftable	vtable	-	RTTI
0127331C	CCreatureAction_YellOverHere::vftable	vtable	-	RTTI
0127344C	CCreatureAction_ShowFear::vftable	vtable	-	RTTI
0127357C	CCreatureAction_AlertToPlayer::vftable	vtable	-	RTTI
012736A4	CCreatureAction_AlertAllNearbyToThing::vftable	vtable	-	RTTI
012737CC	CCreatureAction_PlayConversationAnimation::vftable	vtable	-	RTTI
012738EC	CCreatureAction_ActivateZTarget::vftable	vtable	-	RTTI
01273A0C	CCreatureAction_PlayAnimation::vftable	vtable	-	RTTI
01273B2C	CCreatureAction_PlayIntoLoopOutOfAnimation::vftable	vtable	-	RTTI
01273C4C	CCreatureAction_PutDownThingAtTable::vftable	vtable	-	RTTI
01273D6C	CCreatureAction_StartFillingTankard::vftable	vtable	-	RTTI
01273E9C	CCreatureAction_StopFillingTankard::vftable	vtable	-	RTTI
01273FCC	CCreatureAction_ShopkeeperGetOut::vftable	vtable	-	RTTI
012740F4	CCreatureAction_PlayAnimationWithLookTurning::vftable	vtable	-	RTTI
0127428C	CCreatureAction_BlowHorn::vftable	vtable	-	RTTI
012743DC	CCreatureAction_PerformExpression::vftable	vtable	-	RTTI
012744FC	CCreatureAction_PerformExpressionExtended::vftable	vtable	-	RTTI
0127461C	CCreatureAction_LearnExpression::vftable	vtable	-	RTTI
0127473C	CCreatureAction_Drink::vftable	vtable	-	RTTI
0127486C	CCreatureAction_UseLamp::vftable	vtable	-	RTTI
0127498C	CCreatureAction_UseWallMount::vftable	vtable	-	RTTI
01274AAC	CCreatureAction_ShopkeeperPutAway::vftable	vtable	-	RTTI
01274BD4	CCreatureAction_PickUpGenericBox::vftable	vtable	-	RTTI
01274D0C	CCreatureAction_DowseFire::vftable	vtable	-	RTTI
01274E2C	CCreatureAction_FillBucket::vftable	vtable	-	RTTI
01274F4C	CCreatureAction_ShowLove::vftable	vtable	-	RTTI
0127507C	CCreatureAction_PlayAnimationFromIndex::vftable	vtable	-	RTTI
0127519C	CCreatureAction_Hammer::vftable	vtable	-	RTTI
012752C4	CCreatureAction_ActivateQuest::vftable	vtable	-	RTTI
012753E4	CCreatureAction_PickUpThingAtTable::vftable	vtable	-	RTTI
01275504	CCreatureAction_PickUpJugToFill::vftable	vtable	-	RTTI
01275634	CCreatureAction_PutDownJugFromFilling::vftable	vtable	-	RTTI
01275B34	CCreatureAction_SpiritHitResponse::vftable	vtable	-	RTTI
01275C54	CCreatureAction_SpiritReturnToHero::vftable	vtable	-	RTTI
01275D74	CCreatureAction_SpiritAttack::vftable	vtable	-	RTTI
01275F3C	CCreatureAction_BlockBase::vftable	vtable	-	RTTI
01276084	CCreatureAction_BlockRespond::vftable	vtable	-	RTTI
012761CC	CCreatureAction_StartBlocking::vftable	vtable	-	RTTI
01276324	CCreatureAction_BlockCounter::vftable	vtable	-	RTTI
0127655C	CCreatureActionHero180RunningTurn::vftable	vtable	-	RTTI
012766A4	CCreatureActionHeroJump::vftable	vtable	-	RTTI
012767EC	CCreatureActionHeroRunningStop::vftable	vtable	-	RTTI
01276974	CCombatAction_ControlledStrafeJump::vftable	vtable	-	RTTI
01276B0C	CCreatureAction_GetOutOfBed::vftable	vtable	-	RTTI
01276C2C	CCreatureAction_GetUpFromSitting::vftable	vtable	-	RTTI
01276D8C	CModeStandBase::vftable	vtable	-	RTTI
01276E24	CCreatureAction_BeStunned::vftable	vtable	-	RTTI
01276F54	CCreatureAction_BeDazed::vftable	vtable	-	RTTI
012771FC	CCombatAction_GenericStrikeResponse::vftable	vtable	-	RTTI
01277344	CCombatAction_GenericStrikeResponseKnockdown::vftable	vtable	-	RTTI
012778CC	CCreatureAction_InterruptableMidAttackAutoTurn::vftable	vtable	-	RTTI
01277A14	CCreatureAction_GeneralInterruptedAttack::vftable	vtable	-	RTTI
01277B74	CCreatureAction_StabbedToDeath::vftable	vtable	-	RTTI
01277D3C	CCombatAction_KickThingOnGround::vftable	vtable	-	RTTI
01277E84	CCombatAction_StabThing::vftable	vtable	-	RTTI
01277FF0	struct NScreenEffect::vftable	vtable	-	RTTI
01278058	NScreenEffect::vftable	vtable	-	RTTI
012780C4	CAIBrain::vftable	vtable	-	RTTI
012781FC	CCreatureAction_SitDown::vftable	vtable	-	RTTI
012783D4	CCreatureAction_ForcePushInto::vftable	vtable	-	RTTI
0127851C	CCombatAction_RecoverFromStunned::vftable	vtable	-	RTTI
01278FEC	CCombatSequenceBase::vftable	vtable	-	RTTI
0127903C	CCombatSequence_GenericRangedAttack::vftable	vtable	-	RTTI
0127908C	CCombatSequence_GenericLeader::vftable	vtable	-	RTTI
012790DC	CCombatSequence_BanditUnblockableAttack::vftable	vtable	-	RTTI
0127912C	CCombatSequence_NonInterruptableBoxStrafe::vftable	vtable	-	RTTI
0127917C	CCombatSequence_BanditAdvanceFar::vftable	vtable	-	RTTI
012791CC	CCombatSequence_BanditAttackFar::vftable	vtable	-	RTTI
0127921C	CCombatSequence_BanditAttackMiddle::vftable	vtable	-	RTTI
0127926C	CCombatSequence_BanditAttackSide::vftable	vtable	-	RTTI
012792BC	CCombatSequence_BanditAttackNear::vftable	vtable	-	RTTI
0127930C	CCombatSequence_BanditIdleNear::vftable	vtable	-	RTTI
0127935C	CCombatSequence_BanditIdleMiddle::vftable	vtable	-	RTTI
012793AC	CCombatSequence_BanditBoast::vftable	vtable	-	RTTI
012793FC	CCombatSequence_BanditKingAttack::vftable	vtable	-	RTTI
0127944C	CCombatSequence_BanditKingAdvance::vftable	vtable	-	RTTI
0127949C	CCombatSequence_BanditKingBackOff::vftable	vtable	-	RTTI
012794EC	CCombatSequence_BanditKingSpinAround::vftable	vtable	-	RTTI
0127953C	CCombatSequence_FodderMainAttack::vftable	vtable	-	RTTI
0127958C	CCombatSequence_FodderUnblockableMainAttack::vftable	vtable	-	RTTI
012795DC	CCombatSequence_FodderSecondaryAttack::vftable	vtable	-	RTTI
0127962C	CCombatSequence_FodderCombatIdle::vftable	vtable	-	RTTI
0127967C	CCombatSequence_ScorpionLungeAttack::vftable	vtable	-	RTTI
012796CC	CCombatSequence_KingScorpionTailPlunge::vftable	vtable	-	RTTI
0127971C	CCombatSequence_TrollDoubleSwipe::vftable	vtable	-	RTTI
0127976C	CCombatSequence_TrollDoubleSwipeNonMelee::vftable	vtable	-	RTTI
012797BC	CCombatSequence_TrollOpeningGroundPound::vftable	vtable	-	RTTI
0127980C	CCombatSequence_TrollProjectileAttack::vftable	vtable	-	RTTI
0127985C	CCombatSequence_TrollBurrowPursue::vftable	vtable	-	RTTI
012798AC	CCombatSequence_TrollBurrowPursueNoZone::vftable	vtable	-	RTTI
012798FC	CCombatSequence_TrollRockPursue::vftable	vtable	-	RTTI
0127994C	CCombatSequence_TrollRockPursueNoZone::vftable	vtable	-	RTTI
0127999C	CCombatSequence_TrollRockAdvance::vftable	vtable	-	RTTI
012799EC	CCombatSequence_TrollRockThrowRock::vftable	vtable	-	RTTI
01279A3C	CCombatSequence_TrollRockIdle::vftable	vtable	-	RTTI
01279A8C	CCombatSequence_TrollRockShuffleBack::vftable	vtable	-	RTTI
01279ADC	CCombatSequence_VillagerAttack::vftable	vtable	-	RTTI
01279B2C	CCombatSequence_VillagerBackOff::vftable	vtable	-	RTTI
01279B7C	CCombatSequence_VillagerStepIn::vftable	vtable	-	RTTI
01279BCC	CCombatSequence_VillagerAdvance::vftable	vtable	-	RTTI
01279C1C	CCombatSequence_VillagerCombo::vftable	vtable	-	RTTI
01279C6C	CCombatSequence_VillagerComboUnblockable::vftable	vtable	-	RTTI
01279CBC	CCombatSequence_VillagerNearAttack::vftable	vtable	-	RTTI
01279D0C	CCombatSequenceWhisperLunge::vftable	vtable	-	RTTI
01279D5C	CCombatSequenceWhisperAdvance::vftable	vtable	-	RTTI
01279DAC	CCombatSequenceWhisperAttackCombo::vftable	vtable	-	RTTI
01279DFC	CCombatSequenceWhisperAttackBigCombo::vftable	vtable	-	RTTI
01279E4C	CCombatSequenceWhisperAttack360::vftable	vtable	-	RTTI
01279E9C	CCombatSequenceWhisperStrikeStrafeBack::vftable	vtable	-	RTTI
01279EEC	CCombatSequenceWhisperTooCloseLeapBack::vftable	vtable	-	RTTI
01279F3C	CCombatSequenceWhisperBoast::vftable	vtable	-	RTTI
01279F8C	CCombatSequenceWhisperSortYourselfOut::vftable	vtable	-	RTTI
01279FDC	CCombatSequenceWhisperStrafeAround::vftable	vtable	-	RTTI
0127A02C	CCombatSequenceWhisperIdles::vftable	vtable	-	RTTI
0127A07C	CCombatSequenceJacksCombo::vftable	vtable	-	RTTI
0127A0CC	CCombatSequence2StrikeCombo::vftable	vtable	-	RTTI
0127A11C	CCombatSequenceUnblockableFacing::vftable	vtable	-	RTTI
0127A16C	CCombatSequenceNonInterruptable2StrikeCombo::vftable	vtable	-	RTTI
0127A1BC	CCombatSequence_BattleCharge::vftable	vtable	-	RTTI
0127A20C	CCombatSequence_WillLightning::vftable	vtable	-	RTTI
0127A25C	CCombatSequence_WillEnflame::vftable	vtable	-	RTTI
0127A2B4	CCombatSequence_WillForcePush::vftable	vtable	-	RTTI
0127A30C	CCombatSequence_WillForcePushLongRange::vftable	vtable	-	RTTI
0127A364	CCombatSequence_WillPhysicalShield::vftable	vtable	-	RTTI
0127A3B4	CCombatSequence_WillPhysicalShieldNonMelee::vftable	vtable	-	RTTI
0127A604	CCreatureAction_PlayCombatAnimation::vftable	vtable	-	RTTI
0127A74C	CCreatureAction_PlayCombatAnimationWithLooking::vftable	vtable	-	RTTI
0127A894	CCreatureAction_GoUnderground::vftable	vtable	-	RTTI
0127A9EC	CCreatureAction_LeapLong::vftable	vtable	-	RTTI
0127AB3C	CCreatureAction_MidAttackSide::vftable	vtable	-	RTTI
0127AC94	CCreatureAction_ProjectileCrouch::vftable	vtable	-	RTTI
0127ADDC	CCreatureAction_SummonCreatures::vftable	vtable	-	RTTI
0127AF24	CCreatureAction_Charge::vftable	vtable	-	RTTI
0127B06C	CCreatureAction_ChargeStrike::vftable	vtable	-	RTTI
0127B1B4	CCreatureAction_UnsheatheWeapons::vftable	vtable	-	RTTI
0127B374	CCreatureAction_ScreamerDie::vftable	vtable	-	RTTI
0127B4D8	CIntelligentPointer<CThingGameObject>::vftable	vtable	-	RTTI
0127B50C	CCreatureAction_CastWillForceSpell::vftable	vtable	-	RTTI
0127B674	CCreatureAction_BuildWillForceSpell::vftable	vtable	-	RTTI
0127B87C	CCreatureAction_FinishWillForceSpell::vftable	vtable	-	RTTI
0127B9DC	CCreatureAction_CastWillEnflameSpell::vftable	vtable	-	RTTI
0127BB24	CCreatureAction_BuildUpWillEnflameSpell::vftable	vtable	-	RTTI
0127BC84	CCreatureAction_ReleaseWillEnflameSpell::vftable	vtable	-	RTTI
0127BDCC	CCreatureAction_CastPhysicalShieldSpell::vftable	vtable	-	RTTI
0127BF34	CCreatureAction_BuildUpPhysicalShieldSpell::vftable	vtable	-	RTTI
0127C09C	CCreatureAction_ReleasePhysicalShieldSpell::vftable	vtable	-	RTTI
0127C1E4	CCreatureAction_RemovePhysicalShieldSpell::vftable	vtable	-	RTTI
0127C35C	CCreatureAction_CastWillTurncoatSpell::vftable	vtable	-	RTTI
0127C4A4	CCreatureAction_BuildWillTurncoatSpell::vftable	vtable	-	RTTI
0127C604	CCreatureAction_FinishWillTurncoatSpell::vftable	vtable	-	RTTI
0127C764	CCreatureAction_BuildDrainLifeSpell::vftable	vtable	-	RTTI
0127C8C4	CCreatureAction_FinishDrainLifeSpell::vftable	vtable	-	RTTI
0127CA4C	CCreatureAction_CastWillHealLifeSpell::vftable	vtable	-	RTTI
0127CBC4	CCreatureAction_BuildHealLifeSpell::vftable	vtable	-	RTTI
0127CD34	CCreatureAction_FinishHealLifeSpell::vftable	vtable	-	RTTI
0127CE7C	CCreatureAction_CastWillGhostSwordSpell::vftable	vtable	-	RTTI
0127CFE4	CCreatureAction_BuildGhostSwordSpell::vftable	vtable	-	RTTI
0127D14C	CCreatureAction_FinishGhostSwordSpell::vftable	vtable	-	RTTI
0127D2B4	CCreatureAction_CastWillHarvestSoulSpell::vftable	vtable	-	RTTI
0127D41C	CCreatureAction_CastWillRaiseDeadSpell::vftable	vtable	-	RTTI
0127D5BC	CCreatureAction_CastWillReclaimUndeadFollower::vftable	vtable	-	RTTI
0127D704	CCreatureAction_CastWillSummonSpell::vftable	vtable	-	RTTI
0127D864	CCreatureAction_BuildUpWillSummonSpell::vftable	vtable	-	RTTI
0127D9CC	CCreatureAction_ReleaseWillSummonSpell::vftable	vtable	-	RTTI
0127DB2C	CCreatureAction_CastWillLightningSpell::vftable	vtable	-	RTTI
0127DC8C	CCreatureAction_BuildUpWillLightningSpell::vftable	vtable	-	RTTI
0127DDEC	CCreatureAction_ReleaseWillLightningSpell::vftable	vtable	-	RTTI
0127DF4C	CCreatureAction_CastWillFireballSpell::vftable	vtable	-	RTTI
0127E094	CCreatureAction_BuildFireballSpell::vftable	vtable	-	RTTI
0127E1FC	CCreatureAction_FinishFireballSpell::vftable	vtable	-	RTTI
0127E344	CCreatureAction_TeleportOut::vftable	vtable	-	RTTI
0127E4AC	CCreatureAction_TeleportIn::vftable	vtable	-	RTTI
0127E604	CCreatureAction_BeingForcePushed::vftable	vtable	-	RTTI
0127E774	CCreatureAction_CastDivineWrathSpell::vftable	vtable	-	RTTI
0127E8D4	CCreatureAction_BuildUpDivineWrathSpell::vftable	vtable	-	RTTI
0127EA1C	CCreatureAction_ReleaseDivineWrathSpell::vftable	vtable	-	RTTI
0127EB7C	CCreatureAction_ReleaseAndLoopDivineWrathSpell::vftable	vtable	-	RTTI
0127ECE4	CCreatureAction_CastUnholyPowerSpell::vftable	vtable	-	RTTI
0127EE44	CCreatureAction_BuildUpUnholyPowerSpell::vftable	vtable	-	RTTI
0127EF8C	CCreatureAction_ReleaseUnholyPowerSpell::vftable	vtable	-	RTTI
0127F0EC	CCreatureAction_ReleaseAndLoopUnholyPowerSpell::vftable	vtable	-	RTTI
0127F384	CCreatureAction_GenericFireProjectileWeapon::vftable	vtable	-	RTTI
0127F4CC	CCreatureAction_GenericLoadProjectileWeapon::vftable	vtable	-	RTTI
0127F614	CCreatureAction_GenericAimProjectileWeapon::vftable	vtable	-	RTTI
0127F75C	CCreatureAction_GenericLeaderCommand::vftable	vtable	-	RTTI
0127F8A4	CCreatureAction_UnblockableMidAttack::vftable	vtable	-	RTTI
0127F9F4	CCreatureAction_DiagonalStrafeBL::vftable	vtable	-	RTTI
0127FB3C	CCreatureAction_DiagonalStrafeBR::vftable	vtable	-	RTTI
0127FC84	CCreatureAction_StrafeForward::vftable	vtable	-	RTTI
0127FDCC	CCreatureAction_StrafeBackward::vftable	vtable	-	RTTI
0127FF14	CCreatureAction_Ambush::vftable	vtable	-	RTTI
0128005C	CCreatureAction_BodgeSideStrike::vftable	vtable	-	RTTI
0128039C	CCreatureAction_JackGetUp::vftable	vtable	-	RTTI
012804FC	CCombatAction_WillForcePushInto::vftable	vtable	-	RTTI
01280644	CCombatAction_WillHealRelease::vftable	vtable	-	RTTI
012807A4	CCreatureAction_BriarRoseShotFarOutof::vftable	vtable	-	RTTI
012808EC	CCombatAction_StrikeResponseJackOfBladesIntoRush::vftable	vtable	-	RTTI
01280A44	CCreatureAction_JackOfBladesUnblockableMidAttackNoBlend::vftable	vtable	-	RTTI
01280BB4	CCreatureAction_BriarRoseConcentrateOutof::vftable	vtable	-	RTTI
01280D84	CCreatureAction_WaspQueenDie::vftable	vtable	-	RTTI
01280ED4	CCreatureAction_ScorpionChargeInto::vftable	vtable	-	RTTI
01281024	CCreatureAction_ScorpionCharge::vftable	vtable	-	RTTI
01281184	CCreatureAction_ScorpionChargeStrike::vftable	vtable	-	RTTI
01281304	CCreatureAction_WaspQueenDiveAttack::vftable	vtable	-	RTTI
0128154C	CCreatureAction_RockTrollShakeAndExplode::vftable	vtable	-	RTTI
01281694	CCreatureAction_TrollThrowProjectile::vftable	vtable	-	RTTI
0128180C	CCreatureAction_BanditKingChangeWeapons::vftable	vtable	-	RTTI
0128193C	CCreatureAction_BanditKingThrowWeapons::vftable	vtable	-	RTTI
01281B0C	CCreatureAction_BanditKingAttack::vftable	vtable	-	RTTI
01281C54	CCreatureAction_BanditKingStuck::vftable	vtable	-	RTTI
01281D9C	CCreatureAction_BanditKingUnstuck::vftable	vtable	-	RTTI
01281EE4	CCreatureAction_BanditKingStuckGetHit::vftable	vtable	-	RTTI
0128206C	CCreatureAction_HobbeLungeAttack::vftable	vtable	-	RTTI
0128220C	CCreatureAction_NymphSummonInto::vftable	vtable	-	RTTI
01282354	CCreatureAction_NymphSummonOutOf::vftable	vtable	-	RTTI
012824B4	CCreatureAction_NymphShot::vftable	vtable	-	RTTI
012825FC	CCreatureAction_NymphIdleAfterShot::vftable	vtable	-	RTTI
01282754	CCreatureAction_NymphTeleportLimboBase::vftable	vtable	-	RTTI
012828A4	CCreatureAction_NymphTeleportIntoLimbo::vftable	vtable	-	RTTI
01282A04	CCreatureAction_NymphTeleportOutOfLimbo::vftable	vtable	-	RTTI
01282CEC	CCreatureAction_SheatheWeapons::vftable	vtable	-	RTTI
01282E34	CCreatureAction_SummonerSummonInto::vftable	vtable	-	RTTI
01282F8C	CCreatureAction_SummonerSummonOutOf::vftable	vtable	-	RTTI
012830EC	CCreatureAction_SummonerLightningOrbInto::vftable	vtable	-	RTTI
01283234	CCreatureAction_SummonerLightningOrbOutOf::vftable	vtable	-	RTTI
0128337C	CCreatureAction_SummonerLightningOrbOutOfGroundSmash::vftable	vtable	-	RTTI
012834C4	CCreatureAction_SummonerUnsheatheStrike::vftable	vtable	-	RTTI
0128360C	CCreatureAction_SummonerSheatheWeapon::vftable	vtable	-	RTTI
012837C4	CCreatureAction_BalverineCorneredJumpIntoSky::vftable	vtable	-	RTTI
0128390C	CCreatureAction_BalverineDropInFromSky::vftable	vtable	-	RTTI
01283A54	CCreatureAction_BalverineLungeAttack::vftable	vtable	-	RTTI
01283BA4	CCreatureAction_BalverineBreakOffFromCombat::vftable	vtable	-	RTTI
01283CEC	CCreatureAction_BalverineBreakOffFromCombatLong::vftable	vtable	-	RTTI
01283E4C	CCreatureAction_CastTimeSpell::vftable	vtable	-	RTTI
01283F94	CCreatureAction_BuildUpTimeSpell::vftable	vtable	-	RTTI
012840F4	CCreatureAction_ReleaseTimeSpell::vftable	vtable	-	RTTI
01284254	CCreatureAction_CastAssassinRush::vftable	vtable	-	RTTI
0128439C	CCreatureAction_CastBattleCharge::vftable	vtable	-	RTTI
012844E4	CCreatureAction_BuildUpBattleCharge::vftable	vtable	-	RTTI
01284664	CCreatureAction_BattleChargeImpact::vftable	vtable	-	RTTI
012847C4	CCreatureAction_BattleChargeMiss::vftable	vtable	-	RTTI
0128490C	CCreatureAction_BattleChargeTurnLeft::vftable	vtable	-	RTTI
01284A74	CCreatureAction_BattleChargeTurnRight::vftable	vtable	-	RTTI
01284BDC	CCreatureAction_CastSkillMultiArrow::vftable	vtable	-	RTTI
01284DAC	CCreatureAction_TentacleIdle::vftable	vtable	-	RTTI
01284EF4	CCreatureAction_TentacleStrikeLoop::vftable	vtable	-	RTTI
0128503C	CCreatureAction_TentacleStrikeOutOf::vftable	vtable	-	RTTI
01285184	CCreatureAction_TentacleStrikeGetHit::vftable	vtable	-	RTTI
012852CC	CGameScriptThing::vftable	vtable	-	RTTI
01285424	CCreatureAction_FireMissileWeapon::vftable	vtable	-	RTTI
01285544	CCreatureAction_FireMissileTest::vftable	vtable	-	RTTI
01285C94	CCombatAction_RecoverFromDazed::vftable	vtable	-	RTTI
01285DEC	CCreatureAction_TrollVulnerableInto::vftable	vtable	-	RTTI
01285F44	CCreatureAction_TrollVulnerableOutOf::vftable	vtable	-	RTTI
012860A4	CCreatureAction_IceTrollIcicleAssaultLoop::vftable	vtable	-	RTTI
012861EC	CCreatureAction_IceTrollIcicleAssaultOutOf::vftable	vtable	-	RTTI
01286334	CCreatureAction_ScorpionTailWithdraw::vftable	vtable	-	RTTI
01286494	CCreatureAction_ScorpionTailPlunge::vftable	vtable	-	RTTI
012865DC	CCreatureAction_ScorpionSummon::vftable	vtable	-	RTTI
01286724	CCreatureAction_ScorpionRecover::vftable	vtable	-	RTTI
01286874	CCreatureAction_ForcePushOutOf::vftable	vtable	-	RTTI
012869BC	CCombatAction_Guildmaster_HealFollowersRelease::vftable	vtable	-	RTTI
01286B04	CCombatAction_Guildmaster_ShieldFollowersRelease::vftable	vtable	-	RTTI
01286C4C	CCombatAction_Guildmaster_SpeedUpFollowersRelease::vftable	vtable	-	RTTI
01286D94	CCreatureAction_SnapDragonOutOf::vftable	vtable	-	RTTI
01286EE4	CCreatureAction_DragonFireBeamOutOf::vftable	vtable	-	RTTI
0128702C	CCreatureAction_DragonStrafeOutOf::vftable	vtable	-	RTTI
01287174	CCreatureAction_SummonerDead::vftable	vtable	-	RTTI
01287384	CCreatureAction_CastStrengthBerserk::vftable	vtable	-	RTTI
012874EC	CCreatureAction_ReleaseStrengthBerserk::vftable	vtable	-	RTTI
0128764C	CCreatureAction_CastStrengthMultiStrike::vftable	vtable	-	RTTI
012877A4	CCreatureAction_CastStrengthMultiStrikeProper::vftable	vtable	-	RTTI
01287904	CCreatureAction_BriarRoseConcentrateInto::vftable	vtable	-	RTTI
01287A4C	CCreatureAction_BriarRoseInvulnerableTeleport::vftable	vtable	-	RTTI
01287DDC	CCreatureAction_UndeadReturnToEarth::vftable	vtable	-	RTTI
01287F2C	CTCDegradableBase::vftable	vtable	-	RTTI
01287FC4	CCreatureAction_Die::vftable	vtable	-	RTTI
012880E4	CCombatAction_FallStunned::vftable	vtable	-	RTTI
01288230	Mass::vftable	vtable	-	RTTI
01288238	Coin::vftable	vtable	-	RTTI
01288294	CTCTavernGameCardBase::vftable	vtable	-	RTTI
01288544	CCreatureAction_DragonFlight::vftable	vtable	-	RTTI
0128868C	CCreatureAction_DragonRetreat::vftable	vtable	-	RTTI
012887D4	CCreatureAction_DragonSwoop::vftable	vtable	-	RTTI
0128891C	CCreatureAction_DragonRearUpInto::vftable	vtable	-	RTTI
01288A64	CCreatureAction_DragonRearUpOutOf::vftable	vtable	-	RTTI
01288BEC	CHeightMap::vftable	vtable	-	RTTI
01288CC8	CAIStateGroup_MinionWorkInInn::vftable	vtable	-	RTTI
01288DCC	CAIStateGroup_MinionGuardFollowPlayer::vftable	vtable	-	RTTI
01288E34	CAIStateGroup_MinionGossip::vftable	vtable	-	RTTI
01288E94	CAIStateGroup_BanditGossip::vftable	vtable	-	RTTI
01288F48	CAIStateGroup_MinionKidCalledToMother::vftable	vtable	-	RTTI
01289070	CAIStateGroup_MinionReactToAlert::vftable	vtable	-	RTTI
012890C8	CAIStateGroup_MinionHasInformation::vftable	vtable	-	RTTI
01289180	CAIStateGroup_MinionListenToStory::vftable	vtable	-	RTTI
01289228	CAIStateGroup_MinionGuardHeardYellForHelp::vftable	vtable	-	RTTI
012892B8	CAIStateGroup_MinionGuardReactToBodyFoundMessage::vftable	vtable	-	RTTI
0128936C	CAIStateGroup_Guard::vftable	vtable	-	RTTI
012893B4	CAIStateGroup_Wander::vftable	vtable	-	RTTI
01289404	CAIStateGroup_ChickenWander::vftable	vtable	-	RTTI
01289460	CAIStateGroup_WanderAroundInitialPos::vftable	vtable	-	RTTI
012894C8	CAIStateGroup_ChickenPanic::vftable	vtable	-	RTTI
01289514	CAIStateGroup_ChickenBeg::vftable	vtable	-	RTTI
01289578	CAIStateGroup_FireflyWander::vftable	vtable	-	RTTI
012895CC	CAIStateGroup_SmallBirdWander::vftable	vtable	-	RTTI
0128961C	CAIStateGroup_BirdFlyToFood::vftable	vtable	-	RTTI
01289670	CAIStateGroup_BirdGroundWander::vftable	vtable	-	RTTI
012896C0	CAIStateGroup_BirdStartled::vftable	vtable	-	RTTI
